source,item_type,title_or_text,author,extra_1_label,extra_1_value,extra_2_label,extra_2_value,url
books.toscrape.com,book,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",N/A,price_gbp,24.57,rating_stars,2,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html
books.toscrape.com,book,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,N/A,price_gbp,49.71,rating_stars,5,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html
books.toscrape.com,book,Without Shame,N/A,price_gbp,48.27,rating_stars,5,https://books.toscrape.com/catalogue/without-shame_580/index.html
books.toscrape.com,book,Watchmen,N/A,price_gbp,58.05,rating_stars,4,https://books.toscrape.com/catalogue/watchmen_579/index.html
books.toscrape.com,book,Unlimited Intuition Now,N/A,price_gbp,58.87,rating_stars,4,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html
books.toscrape.com,book,Underlying Notes,N/A,price_gbp,11.82,rating_stars,2,https://books.toscrape.com/catalogue/underlying-notes_577/index.html
books.toscrape.com,book,The Shack,N/A,price_gbp,28.03,rating_stars,1,https://books.toscrape.com/catalogue/the-shack_576/index.html
books.toscrape.com,book,The New Brand You: Your New Image Makes the Sale for You,N/A,price_gbp,44.05,rating_stars,5,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html
books.toscrape.com,book,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",N/A,price_gbp,12.34,rating_stars,4,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html
books.toscrape.com,book,The Flowers Lied,N/A,price_gbp,16.68,rating_stars,2,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html
books.toscrape.com,book,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",N/A,price_gbp,55.91,rating_stars,1,https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html
books.toscrape.com,book,The Book of Mormon,N/A,price_gbp,24.57,rating_stars,3,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html
books.toscrape.com,book,The Art and Science of Low Carbohydrate Living,N/A,price_gbp,52.98,rating_stars,5,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html
books.toscrape.com,book,The Alien Club,N/A,price_gbp,54.4,rating_stars,1,https://books.toscrape.com/catalogue/the-alien-club_569/index.html
books.toscrape.com,book,Suzie Snowflake: One beautiful flake (a self-esteem story),N/A,price_gbp,54.81,rating_stars,5,https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html
books.toscrape.com,book,Nap-a-Roo,N/A,price_gbp,25.08,rating_stars,1,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html
books.toscrape.com,book,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",N/A,price_gbp,10.41,rating_stars,4,https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html
books.toscrape.com,book,Modern Day Fables,N/A,price_gbp,47.44,rating_stars,2,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html
books.toscrape.com,book,If I Gave You God's Phone Number....: Searching for Spirituality in America,N/A,price_gbp,20.91,rating_stars,1,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html
books.toscrape.com,book,"Fruits Basket, Vol. 9 (Fruits Basket #9)",N/A,price_gbp,33.95,rating_stars,4,https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html
books.toscrape.com,book,Dress Your Family in Corduroy and Denim,N/A,price_gbp,43.68,rating_stars,3,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html
books.toscrape.com,book,Don't Forget Steven,N/A,price_gbp,33.23,rating_stars,1,https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html
books.toscrape.com,book,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,N/A,price_gbp,35.92,rating_stars,2,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html
books.toscrape.com,book,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,N/A,price_gbp,48.63,rating_stars,4,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html
books.toscrape.com,book,A Shard of Ice (The Black Symphony Saga #1),N/A,price_gbp,56.63,rating_stars,3,https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html
books.toscrape.com,book,A Hero's Curse (The Unseen Chronicles #1),N/A,price_gbp,50.49,rating_stars,3,https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html
books.toscrape.com,book,23 Degrees South: A Tropical Tale of Changing Whether...,N/A,price_gbp,35.79,rating_stars,2,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html
books.toscrape.com,book,"Zero to One: Notes on Startups, or How to Build the Future",N/A,price_gbp,34.06,rating_stars,3,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html
books.toscrape.com,book,Why Not Me?,N/A,price_gbp,17.76,rating_stars,1,https://books.toscrape.com/catalogue/why-not-me_554/index.html
books.toscrape.com,book,When Breath Becomes Air,N/A,price_gbp,39.36,rating_stars,2,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html
books.toscrape.com,book,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,N/A,price_gbp,36.94,rating_stars,2,https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html
books.toscrape.com,book,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),N/A,price_gbp,43.62,rating_stars,5,https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html
books.toscrape.com,book,The New Drawing on the Right Side of the Brain,N/A,price_gbp,43.02,rating_stars,3,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html
books.toscrape.com,book,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",N/A,price_gbp,28.45,rating_stars,4,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html
books.toscrape.com,book,The Martian (The Martian #1),N/A,price_gbp,41.39,rating_stars,2,https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html
books.toscrape.com,book,The High Mountains of Portugal,N/A,price_gbp,51.15,rating_stars,1,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html
books.toscrape.com,book,The Grownup,N/A,price_gbp,35.88,rating_stars,1,https://books.toscrape.com/catalogue/the-grownup_546/index.html
books.toscrape.com,book,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,N/A,price_gbp,36.91,rating_stars,1,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html
books.toscrape.com,book,South of Sunshine,N/A,price_gbp,28.93,rating_stars,1,https://books.toscrape.com/catalogue/south-of-sunshine_544/index.html
books.toscrape.com,book,Smarter Faster Better: The Secrets of Being Productive in Life and Business,N/A,price_gbp,38.89,rating_stars,5,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html
books.toscrape.com,book,Silence in the Dark (Logan Point #4),N/A,price_gbp,58.33,rating_stars,3,https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html
books.toscrape.com,book,Shadows of the Past (Logan Point #1),N/A,price_gbp,39.67,rating_stars,5,https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html
books.toscrape.com,book,Roller Girl,N/A,price_gbp,14.1,rating_stars,5,https://books.toscrape.com/catalogue/roller-girl_540/index.html
books.toscrape.com,book,Rising Strong,N/A,price_gbp,21.82,rating_stars,3,https://books.toscrape.com/catalogue/rising-strong_539/index.html
books.toscrape.com,book,Proofs of God: Classical Arguments from Tertullian to Barth,N/A,price_gbp,54.21,rating_stars,1,https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html
books.toscrape.com,book,Please Kill Me: The Uncensored Oral History of Punk,N/A,price_gbp,31.19,rating_stars,4,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html
books.toscrape.com,book,Out of Print: City Lights Spotlight No. 14,N/A,price_gbp,53.64,rating_stars,5,https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html
books.toscrape.com,book,My Life Next Door (My Life Next Door ),N/A,price_gbp,36.39,rating_stars,5,https://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html
books.toscrape.com,book,Miller's Valley,N/A,price_gbp,58.54,rating_stars,2,https://books.toscrape.com/catalogue/millers-valley_534/index.html
books.toscrape.com,book,Man's Search for Meaning,N/A,price_gbp,29.48,rating_stars,3,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html
books.toscrape.com,book,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",N/A,price_gbp,25.06,rating_stars,2,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html
books.toscrape.com,book,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,N/A,price_gbp,12.55,rating_stars,3,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html
books.toscrape.com,book,Les Fleurs du Mal,N/A,price_gbp,29.04,rating_stars,5,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html
books.toscrape.com,book,Left Behind (Left Behind #1),N/A,price_gbp,40.72,rating_stars,2,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html
books.toscrape.com,book,Kill 'Em and Leave: Searching for James Brown and the American Soul,N/A,price_gbp,45.05,rating_stars,5,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html
books.toscrape.com,book,Kierkegaard: A Christian Missionary to Christians,N/A,price_gbp,47.13,rating_stars,1,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html
books.toscrape.com,book,John Vassos: Industrial Design for Modern Life,N/A,price_gbp,20.22,rating_stars,4,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html
books.toscrape.com,book,I'll Give You the Sun,N/A,price_gbp,56.48,rating_stars,1,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html
books.toscrape.com,book,I Will Find You,N/A,price_gbp,44.21,rating_stars,1,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html
books.toscrape.com,book,Hystopia: A Novel,N/A,price_gbp,21.96,rating_stars,4,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html
books.toscrape.com,book,Howl and Other Poems,N/A,price_gbp,40.45,rating_stars,2,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html
books.toscrape.com,book,History of Beauty,N/A,price_gbp,10.29,rating_stars,4,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html
books.toscrape.com,book,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,N/A,price_gbp,52.86,rating_stars,2,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html
books.toscrape.com,book,Future Shock (Future Shock #1),N/A,price_gbp,55.65,rating_stars,5,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html
books.toscrape.com,book,Ender's Game (The Ender Quintet #1),N/A,price_gbp,43.64,rating_stars,1,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html
books.toscrape.com,book,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,N/A,price_gbp,28.41,rating_stars,1,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html
books.toscrape.com,book,Death by Leisure: A Cautionary Tale,N/A,price_gbp,37.51,rating_stars,4,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html
books.toscrape.com,book,Brilliant Beacons: A History of the American Lighthouse,N/A,price_gbp,11.45,rating_stars,3,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html
books.toscrape.com,book,Brazen: The Courage to Find the You That's Been Hiding,N/A,price_gbp,19.22,rating_stars,2,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html
books.toscrape.com,book,Between the World and Me,N/A,price_gbp,56.91,rating_stars,4,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
books.toscrape.com,book,Being Mortal: Medicine and What Matters in the End,N/A,price_gbp,55.06,rating_stars,4,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
books.toscrape.com,book,"A Murder Over a Girl: Justice, Gender, Junior High",N/A,price_gbp,13.2,rating_stars,3,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html
books.toscrape.com,book,32 Yolks,N/A,price_gbp,53.63,rating_stars,2,https://books.toscrape.com/catalogue/32-yolks_510/index.html
books.toscrape.com,book,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",N/A,price_gbp,44.48,rating_stars,5,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html
books.toscrape.com,book,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,N/A,price_gbp,12.08,rating_stars,3,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html
books.toscrape.com,book,Wildlife of New York: A Five-Borough Coloring Book,N/A,price_gbp,22.14,rating_stars,2,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html
books.toscrape.com,book,What Happened on Beale Street (Secrets of the South Mysteries #2),N/A,price_gbp,25.37,rating_stars,5,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html
books.toscrape.com,book,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,N/A,price_gbp,46.33,rating_stars,2,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html
books.toscrape.com,book,Under the Tuscan Sun,N/A,price_gbp,37.33,rating_stars,3,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html
books.toscrape.com,book,Toddlers Are A**holes: It's Not Your Fault,N/A,price_gbp,25.55,rating_stars,1,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html
books.toscrape.com,book,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,N/A,price_gbp,34.72,rating_stars,1,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html
books.toscrape.com,book,The Whale,N/A,price_gbp,35.96,rating_stars,4,https://books.toscrape.com/catalogue/the-whale_501/index.html
books.toscrape.com,book,The Story of Art,N/A,price_gbp,41.14,rating_stars,4,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html
books.toscrape.com,book,The Origin of Species,N/A,price_gbp,10.01,rating_stars,4,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html
books.toscrape.com,book,The Great Gatsby,N/A,price_gbp,36.05,rating_stars,4,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html
books.toscrape.com,book,The Good Girl,N/A,price_gbp,49.03,rating_stars,3,https://books.toscrape.com/catalogue/the-good-girl_497/index.html
books.toscrape.com,book,The Glass Castle,N/A,price_gbp,16.24,rating_stars,1,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html
books.toscrape.com,book,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,N/A,price_gbp,39.55,rating_stars,1,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html
books.toscrape.com,book,The Drowning Girls,N/A,price_gbp,35.67,rating_stars,3,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html
books.toscrape.com,book,The Constant Princess (The Tudor Court #1),N/A,price_gbp,16.62,rating_stars,3,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html
books.toscrape.com,book,The Bourne Identity (Jason Bourne #1),N/A,price_gbp,42.78,rating_stars,4,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html
books.toscrape.com,book,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),N/A,price_gbp,52.3,rating_stars,5,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html
books.toscrape.com,book,The Art Book,N/A,price_gbp,32.34,rating_stars,2,https://books.toscrape.com/catalogue/the-art-book_490/index.html
books.toscrape.com,book,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,N/A,price_gbp,33.17,rating_stars,4,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html
books.toscrape.com,book,Team of Rivals: The Political Genius of Abraham Lincoln,N/A,price_gbp,20.12,rating_stars,5,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html
books.toscrape.com,book,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,N/A,price_gbp,20.9,rating_stars,2,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html
books.toscrape.com,book,"Sit, Stay, Love",N/A,price_gbp,20.9,rating_stars,3,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html
books.toscrape.com,book,Sister Dear,N/A,price_gbp,40.2,rating_stars,4,https://books.toscrape.com/catalogue/sister-dear_485/index.html
books.toscrape.com,book,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",N/A,price_gbp,52.87,rating_stars,3,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html
books.toscrape.com,book,"Rich Dad, Poor Dad",N/A,price_gbp,51.74,rating_stars,1,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html
books.toscrape.com,book,Raymie Nightingale,N/A,price_gbp,34.41,rating_stars,2,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html
books.toscrape.com,book,Playing from the Heart,N/A,price_gbp,32.38,rating_stars,1,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html
books.toscrape.com,book,Nightstruck: A Novel,N/A,price_gbp,50.35,rating_stars,4,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html
books.toscrape.com,book,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",N/A,price_gbp,11.38,rating_stars,5,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html
books.toscrape.com,book,Meternity,N/A,price_gbp,43.58,rating_stars,3,https://books.toscrape.com/catalogue/meternity_478/index.html
books.toscrape.com,book,Memoirs of a Geisha,N/A,price_gbp,49.67,rating_stars,3,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html
books.toscrape.com,book,Like Never Before (Walker Family #2),N/A,price_gbp,28.77,rating_stars,2,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
books.toscrape.com,book,Life of Pi,N/A,price_gbp,13.22,rating_stars,4,https://books.toscrape.com/catalogue/life-of-pi_475/index.html
books.toscrape.com,book,Leave This Song Behind: Teen Poetry at Its Best,N/A,price_gbp,51.17,rating_stars,5,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
books.toscrape.com,book,King's Folly (The Kinsman Chronicles #1),N/A,price_gbp,39.61,rating_stars,5,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html
books.toscrape.com,book,John Adams,N/A,price_gbp,57.43,rating_stars,4,https://books.toscrape.com/catalogue/john-adams_472/index.html
books.toscrape.com,book,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),N/A,price_gbp,46.01,rating_stars,4,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html
books.toscrape.com,book,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,N/A,price_gbp,28.25,rating_stars,2,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html
books.toscrape.com,book,Good in Bed (Cannie Shapiro #1),N/A,price_gbp,37.05,rating_stars,5,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html
books.toscrape.com,book,"Fruits Basket, Vol. 7 (Fruits Basket #7)",N/A,price_gbp,19.57,rating_stars,1,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html
books.toscrape.com,book,For the Love: Fighting for Grace in a World of Impossible Standards,N/A,price_gbp,45.13,rating_stars,3,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html
books.toscrape.com,book,Finding God in the Ruins: How God Redeems Pain,N/A,price_gbp,46.64,rating_stars,2,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html
books.toscrape.com,book,Every Heart a Doorway (Every Heart A Doorway #1),N/A,price_gbp,12.16,rating_stars,5,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html
books.toscrape.com,book,Delivering the Truth (Quaker Midwife Mystery #1),N/A,price_gbp,20.89,rating_stars,4,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html
books.toscrape.com,book,Counted With the Stars (Out from Egypt #1),N/A,price_gbp,17.97,rating_stars,5,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html
books.toscrape.com,book,"Chronicles, Vol. 1",N/A,price_gbp,52.6,rating_stars,2,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html
books.toscrape.com,book,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,N/A,price_gbp,25.77,rating_stars,1,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html
books.toscrape.com,book,Benjamin Franklin: An American Life,N/A,price_gbp,48.19,rating_stars,3,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
books.toscrape.com,book,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",N/A,price_gbp,29.93,rating_stars,5,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html
books.toscrape.com,book,A Summer In Europe,N/A,price_gbp,44.34,rating_stars,2,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html
books.toscrape.com,book,A Short History of Nearly Everything,N/A,price_gbp,52.4,rating_stars,5,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html
books.toscrape.com,book,A Gathering of Shadows (Shades of Magic #2),N/A,price_gbp,44.81,rating_stars,4,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html
books.toscrape.com,book,The Sound Of Love,N/A,price_gbp,57.84,rating_stars,5,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html
books.toscrape.com,book,The Rise and Fall of the Third Reich: A History of Nazi Germany,N/A,price_gbp,39.67,rating_stars,2,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html
books.toscrape.com,book,The Perks of Being a Wallflower,N/A,price_gbp,55.02,rating_stars,3,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html
books.toscrape.com,book,The Mysterious Affair at Styles (Hercule Poirot #1),N/A,price_gbp,24.8,rating_stars,4,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html
books.toscrape.com,book,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,N/A,price_gbp,59.45,rating_stars,4,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html
books.toscrape.com,book,The Makings of a Fatherless Child,N/A,price_gbp,31.58,rating_stars,2,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html
books.toscrape.com,book,The Joy of Cooking,N/A,price_gbp,43.27,rating_stars,4,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html
books.toscrape.com,book,The Invention of Wings,N/A,price_gbp,37.34,rating_stars,1,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html
books.toscrape.com,book,The Hobbit (Middle-Earth Universe),N/A,price_gbp,17.8,rating_stars,5,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html
books.toscrape.com,book,The Great Railway Bazaar,N/A,price_gbp,30.54,rating_stars,1,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html
books.toscrape.com,book,The Golden Compass (His Dark Materials #1),N/A,price_gbp,18.77,rating_stars,1,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html
books.toscrape.com,book,The God Delusion,N/A,price_gbp,46.85,rating_stars,3,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html
books.toscrape.com,book,The Girl You Left Behind (The Girl You Left Behind #1),N/A,price_gbp,15.79,rating_stars,1,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html
books.toscrape.com,book,The Fellowship of the Ring (The Lord of the Rings #1),N/A,price_gbp,10.27,rating_stars,2,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html
books.toscrape.com,book,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),N/A,price_gbp,15.42,rating_stars,5,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html
books.toscrape.com,book,The Barefoot Contessa Cookbook,N/A,price_gbp,59.92,rating_stars,5,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html
books.toscrape.com,book,Tell the Wolves I'm Home,N/A,price_gbp,50.96,rating_stars,2,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html
books.toscrape.com,book,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,N/A,price_gbp,30.6,rating_stars,3,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html
books.toscrape.com,book,Pride and Prejudice,N/A,price_gbp,19.27,rating_stars,4,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html
